RTE85386.1	BHE90_000001
RTE74583.1	BHE90_010965
RTE74597.1	BHE90_010966
RTE74585.1	BHE90_010967
RTE74578.1	BHE90_010968
RTE74593.1	BHE90_010969
RTE74604.1	BHE90_010970
RTE74605.1	BHE90_010971
RTE74603.1	BHE90_010972
RTE74590.1	BHE90_010976
RTE74567.1	BHE90_010977
RTE74565.1	BHE90_010978
RTE74566.1	BHE90_010979
RTE74562.1	BHE90_010980
RTE74554.1	BHE90_010981
RTE74561.1	BHE90_010982
RTE74560.1	BHE90_010983
RTE74559.1	BHE90_010984
RTE74558.1	BHE90_010985
RTE74557.1	BHE90_010986
RTE74556.1	BHE90_010987
RTE74564.1	BHE90_010988
RTE74563.1	BHE90_010989
RTE74572.1	BHE90_010990
RTE74573.1	BHE90_010991
RTE74574.1	BHE90_010992
RTE74575.1	BHE90_010993
RTE74568.1	BHE90_010994
RTE74569.1	BHE90_010995
RTE74570.1	BHE90_010996
RTE74571.1	BHE90_010997
RTE74576.1	BHE90_010998
RTE74577.1	BHE90_010999
RTE74555.1	BHE90_011000
RTE74537.1	BHE90_011001
RTE74539.1	BHE90_011002
RTE74538.1	BHE90_011003
RTE74548.1	BHE90_011004
RTE74540.1	BHE90_011005
RTE74549.1	BHE90_011006
RTE74544.1	BHE90_011007
RTE74546.1	BHE90_011008
RTE74545.1	BHE90_011009
RTE74552.1	BHE90_011010
RTE74553.1	BHE90_011011
RTE74547.1	BHE90_011012
RTE74551.1	BHE90_011015
RTE74543.1	BHE90_011016
RTE74550.1	BHE90_011017
RTE74532.1	BHE90_011018
RTE74533.1	BHE90_011019
RTE74536.1	BHE90_011020
RTE74535.1	BHE90_011021
RTE74541.1	BHE90_011022
RTE74534.1	BHE90_011023
RTE74542.1	BHE90_011024
RTE74514.1	BHE90_011025
RTE74513.1	BHE90_011026
RTE74512.1	BHE90_011027
RTE74515.1	BHE90_011028
RTE74511.1	BHE90_011029
RTE74521.1	BHE90_011030
RTE74522.1	BHE90_011031
RTE74523.1	BHE90_011032
RTE74501.1	BHE90_011033
RTE74524.1	BHE90_011034
RTE74502.1	BHE90_011035
RTE74525.1	BHE90_011036
RTE74526.1	BHE90_011037
RTE74519.1	BHE90_011038
RTE74520.1	BHE90_011039
RTE74500.1	BHE90_011040
RTE74508.1	BHE90_011041
RTE74510.1	BHE90_011042
RTE74509.1	BHE90_011043
RTE74506.1	BHE90_011044
RTE74505.1	BHE90_011045
RTE74507.1	BHE90_011047
RTE74504.1	BHE90_011048
RTE74503.1	BHE90_011049
RTE74516.1	BHE90_011050
RTE74529.1	BHE90_011051
RTE74527.1	BHE90_011052
RTE74528.1	BHE90_011053
RTE74530.1	BHE90_011054
RTE74531.1	BHE90_011055
RTE74517.1	BHE90_011056
RTE74518.1	BHE90_011057
RTE82859.1	BHE90_002584
RTE82860.1	BHE90_002585
RTE82861.1	BHE90_002586
RTE82862.1	BHE90_002587
RTE82863.1	BHE90_002588
RTE82864.1	BHE90_002589
RTE82825.1	BHE90_002590
RTE82824.1	BHE90_002591
RTE82823.1	BHE90_002592
RTE82822.1	BHE90_002593
RTE82829.1	BHE90_002594
RTE82828.1	BHE90_002595
RTE82827.1	BHE90_002596
RTE82826.1	BHE90_002597
RTE82831.1	BHE90_002598
RTE82830.1	BHE90_002599
RTE82835.1	BHE90_002600
RTE82834.1	BHE90_002601
RTE82833.1	BHE90_002602
RTE82832.1	BHE90_002603
RTE82839.1	BHE90_002604
RTE82838.1	BHE90_002605
RTE82837.1	BHE90_002606
RTE82836.1	BHE90_002607
RTE82840.1	BHE90_002608
RTE82883.1	BHE90_002609
RTE82865.1	BHE90_002610
RTE82866.1	BHE90_002611
RTE82867.1	BHE90_002612
RTE82868.1	BHE90_002613
RTE82869.1	BHE90_002614
RTE82870.1	BHE90_002615
RTE82871.1	BHE90_002618
RTE82872.1	BHE90_002619
RTE82843.1	BHE90_002620
RTE82845.1	BHE90_002622
RTE82844.1	BHE90_002623
RTE82847.1	BHE90_002624
RTE82846.1	BHE90_002625
RTE82849.1	BHE90_002626
RTE82848.1	BHE90_002627
RTE82842.1	BHE90_002628
RTE82841.1	BHE90_002629
RTE82881.1	BHE90_002630
RTE82882.1	BHE90_002631
RTE82879.1	BHE90_002632
RTE82880.1	BHE90_002633
RTE82877.1	BHE90_002634
RTE82878.1	BHE90_002635
RTE82875.1	BHE90_002636
RTE82876.1	BHE90_002637
RTE82873.1	BHE90_002638
RTE82874.1	BHE90_002639
RTE82821.1	BHE90_002640
RTE82820.1	BHE90_002641
RTE82819.1	BHE90_002642
RTE82818.1	BHE90_002643
RTE82817.1	BHE90_002644
RTE82816.1	BHE90_002645
RTE82815.1	BHE90_002646
RTE82814.1	BHE90_002647
RTE82813.1	BHE90_002648
RTE82812.1	BHE90_002649
RTE82855.1	BHE90_002650
RTE82856.1	BHE90_002651
RTE82857.1	BHE90_002652
RTE82858.1	BHE90_002653
RTE82851.1	BHE90_002654
RTE82852.1	BHE90_002655
RTE82853.1	BHE90_002656
RTE82854.1	BHE90_002657
RTE82850.1	BHE90_002658
RTE74479.1	BHE90_011058
RTE74480.1	BHE90_011059
RTE74470.1	BHE90_011060
RTE74487.1	BHE90_011061
RTE74496.1	BHE90_011062
RTE74495.1	BHE90_011063
RTE74484.1	BHE90_011064
RTE74483.1	BHE90_011065
RTE74482.1	BHE90_011066
RTE74481.1	BHE90_011067
RTE74488.1	BHE90_011068
RTE74497.1	BHE90_011069
RTE74499.1	BHE90_011070
RTE74498.1	BHE90_011071
RTE74493.1	BHE90_011072
RTE74494.1	BHE90_011073
RTE74489.1	BHE90_011074
RTE74490.1	BHE90_011075
RTE74491.1	BHE90_011076
RTE74492.1	BHE90_011077
RTE74485.1	BHE90_011078
RTE74486.1	BHE90_011079
RTE74472.1	BHE90_011080
RTE74471.1	BHE90_011081
RTE74474.1	BHE90_011082
RTE74473.1	BHE90_011083
RTE74476.1	BHE90_011084
RTE74475.1	BHE90_011085
RTE74478.1	BHE90_011086
RTE74477.1	BHE90_011087
RTE74455.1	BHE90_011088
RTE74454.1	BHE90_011089
RTE74468.1	BHE90_011090
RTE74469.1	BHE90_011091
RTE74466.1	BHE90_011092
RTE74467.1	BHE90_011093
RTE74464.1	BHE90_011094
RTE74465.1	BHE90_011095
RTE74462.1	BHE90_011096
RTE74463.1	BHE90_011097
RTE74460.1	BHE90_011098
RTE74461.1	BHE90_011099
RTE74447.1	BHE90_011101
RTE74451.1	BHE90_011102
RTE74452.1	BHE90_011103
RTE74448.1	BHE90_011104
RTE74449.1	BHE90_011105
RTE74450.1	BHE90_011106
RTE74453.1	BHE90_011107
RTE74458.1	BHE90_011108
RTE74459.1	BHE90_011109
RTE74457.1	BHE90_011110
RTE74456.1	BHE90_011111
RTE74432.1	BHE90_011112
RTE74431.1	BHE90_011113
RTE74435.1	BHE90_011114
RTE74434.1	BHE90_011115
RTE74428.1	BHE90_011116
RTE74433.1	BHE90_011117
RTE74430.1	BHE90_011118
RTE74429.1	BHE90_011119
RTE74424.1	BHE90_011120
RTE74425.1	BHE90_011121
RTE74422.1	BHE90_011122
RTE74423.1	BHE90_011123
RTE74420.1	BHE90_011124
RTE74421.1	BHE90_011125
RTE74418.1	BHE90_011126
RTE74419.1	BHE90_011127
RTE74426.1	BHE90_011128
RTE74427.1	BHE90_011129
RTE74437.1	BHE90_011130
RTE74436.1	BHE90_011131
RTE74439.1	BHE90_011132
RTE74438.1	BHE90_011133
RTE74441.1	BHE90_011134
RTE74440.1	BHE90_011135
RTE74443.1	BHE90_011136
RTE74442.1	BHE90_011137
RTE74445.1	BHE90_011138
RTE74444.1	BHE90_011139
RTE74446.1	BHE90_011140
RTE74413.1	BHE90_011141
RTE74414.1	BHE90_011142
RTE74415.1	BHE90_011143
RTE74409.1	BHE90_011144
RTE74410.1	BHE90_011145
RTE74411.1	BHE90_011146
RTE74412.1	BHE90_011147
RTE74416.1	BHE90_011148
RTE74417.1	BHE90_011149
RTE74406.1	BHE90_011150
RTE74400.1	BHE90_011151
RTE74399.1	BHE90_011152
RTE74398.1	BHE90_011153
RTE74397.1	BHE90_011154
RTE74396.1	BHE90_011155
RTE74405.1	BHE90_011156
RTE74395.1	BHE90_011157
RTE74402.1	BHE90_011158
RTE74401.1	BHE90_011159
RTE74404.1	BHE90_011160
RTE74407.1	BHE90_011161
RTE74403.1	BHE90_011162
RTE74408.1	BHE90_011164
RTE74382.1	BHE90_011165
RTE74383.1	BHE90_011166
RTE74384.1	BHE90_011167
RTE74393.1	BHE90_011168
RTE74394.1	BHE90_011169
RTE74379.1	BHE90_011170
RTE74378.1	BHE90_011171
RTE74392.1	BHE90_011172
RTE74368.1	BHE90_011173
RTE74376.1	BHE90_011174
RTE74375.1	BHE90_011175
RTE74391.1	BHE90_011176
RTE74377.1	BHE90_011177
RTE74390.1	BHE90_011178
RTE74366.1	BHE90_011179
RTE74369.1	BHE90_011180
RTE74370.1	BHE90_011181
RTE74385.1	BHE90_011182
RTE74386.1	BHE90_011183
RTE74387.1	BHE90_011184
RTE74380.1	BHE90_011185
RTE74388.1	BHE90_011186
RTE74389.1	BHE90_011187
RTE74381.1	BHE90_011188
RTE74372.1	BHE90_011190
RTE74371.1	BHE90_011191
RTE74367.1	BHE90_011192
RTE74365.1	BHE90_011193
RTE74374.1	BHE90_011194
RTE74373.1	BHE90_011195
RTE74354.1	BHE90_011196
RTE74353.1	BHE90_011197
RTE74356.1	BHE90_011198
RTE74355.1	BHE90_011199
RTE74346.1	BHE90_011200
RTE74345.1	BHE90_011201
RTE74344.1	BHE90_011202
RTE74343.1	BHE90_011203
RTE74350.1	BHE90_011204
RTE74349.1	BHE90_011205
RTE74348.1	BHE90_011206
RTE74347.1	BHE90_011207
RTE74352.1	BHE90_011208
RTE74351.1	BHE90_011209
RTE74357.1	BHE90_011210
RTE74358.1	BHE90_011211
RTE74359.1	BHE90_011212
RTE74360.1	BHE90_011213
RTE74361.1	BHE90_011214
RTE74362.1	BHE90_011215
RTE74363.1	BHE90_011216
RTE74364.1	BHE90_011217
RTE74334.1	BHE90_011218
RTE74335.1	BHE90_011219
RTE74326.1	BHE90_011220
RTE74325.1	BHE90_011221
RTE74328.1	BHE90_011222
RTE74327.1	BHE90_011223
RTE74330.1	BHE90_011224
RTE74329.1	BHE90_011225
RTE74331.1	BHE90_011226
RTE74339.1	BHE90_011227
RTE74324.1	BHE90_011228
RTE74323.1	BHE90_011229
RTE74338.1	BHE90_011230
RTE74342.1	BHE90_011231
RTE74336.1	BHE90_011232
RTE74337.1	BHE90_011233
RTE74341.1	BHE90_011234
RTE74333.1	BHE90_011235
RTE74340.1	BHE90_011237
RTE74332.1	BHE90_011238
RTE74322.1	BHE90_011239
RTE74307.1	BHE90_011240
RTE74306.1	BHE90_011241
RTE74305.1	BHE90_011242
RTE74304.1	BHE90_011243
RTE74311.1	BHE90_011244
RTE74303.1	BHE90_011245
RTE74299.1	BHE90_011246
RTE74302.1	BHE90_011247
RTE74301.1	BHE90_011248
RTE74300.1	BHE90_011249
RTE74317.1	BHE90_011250
RTE74318.1	BHE90_011251
RTE74319.1	BHE90_011252
RTE74320.1	BHE90_011253
RTE74310.1	BHE90_011254
RTE74314.1	BHE90_011255
RTE74315.1	BHE90_011256
RTE74316.1	BHE90_011257
RTE74312.1	BHE90_011258
RTE74313.1	BHE90_011259
RTE74309.1	BHE90_011260
RTE74308.1	BHE90_011261
RTE74321.1	BHE90_011262
RTE74272.1	BHE90_011263
RTE74287.1	BHE90_011264
RTE74286.1	BHE90_011265
RTE74288.1	BHE90_011266
RTE74271.1	BHE90_011267
RTE74289.1	BHE90_011268
RTE74273.1	BHE90_011269
RTE74281.1	BHE90_011270
RTE74277.1	BHE90_011271
RTE74279.1	BHE90_011272
RTE74280.1	BHE90_011273
RTE74284.1	BHE90_011274
RTE74285.1	BHE90_011275
RTE74282.1	BHE90_011276
RTE74283.1	BHE90_011277
RTE74278.1	BHE90_011278
RTE74276.1	BHE90_011279
RTE74292.1	BHE90_011280
RTE74298.1	BHE90_011281
RTE74291.1	BHE90_011282
RTE74290.1	BHE90_011283
RTE74296.1	BHE90_011284
RTE74295.1	BHE90_011285
RTE74294.1	BHE90_011286
RTE74293.1	BHE90_011287
RTE74275.1	BHE90_011288
RTE74274.1	BHE90_011289
RTE74297.1	BHE90_011290
RTE74258.1	BHE90_011292
RTE74259.1	BHE90_011293
RTE74260.1	BHE90_011294
RTE74256.1	BHE90_011295
RTE74261.1	BHE90_011296
RTE74257.1	BHE90_011298
RTE74255.1	BHE90_011299
RTE74265.1	BHE90_011300
RTE74266.1	BHE90_011301
RTE74264.1	BHE90_011302
RTE74248.1	BHE90_011303
RTE74269.1	BHE90_011304
RTE74270.1	BHE90_011305
RTE74267.1	BHE90_011306
RTE74268.1	BHE90_011307
RTE74262.1	BHE90_011308
RTE74263.1	BHE90_011309
RTE74254.1	BHE90_011310
RTE74252.1	BHE90_011311
RTE74253.1	BHE90_011313
RTE74250.1	BHE90_011314
RTE74249.1	BHE90_011315
RTE74251.1	BHE90_011316
RTE82760.1	BHE90_002659
RTE82717.1	BHE90_002660
RTE82716.1	BHE90_002661
RTE82719.1	BHE90_002662
RTE82718.1	BHE90_002663
RTE82713.1	BHE90_002664
RTE82712.1	BHE90_002665
RTE82715.1	BHE90_002666
RTE82714.1	BHE90_002667
RTE82721.1	BHE90_002668
RTE82720.1	BHE90_002669
RTE82765.1	BHE90_002670
RTE82766.1	BHE90_002671
RTE82763.1	BHE90_002672
RTE82764.1	BHE90_002673
RTE82769.1	BHE90_002674
RTE82770.1	BHE90_002675
RTE82767.1	BHE90_002676
RTE82768.1	BHE90_002677
RTE82761.1	BHE90_002678
RTE82762.1	BHE90_002679
RTE82726.1	BHE90_002680
RTE82725.1	BHE90_002681
RTE82724.1	BHE90_002682
RTE82723.1	BHE90_002683
RTE82729.1	BHE90_002684
RTE82728.1	BHE90_002686
RTE82727.1	BHE90_002687
RTE82722.1	BHE90_002688
RTE82773.1	BHE90_002690
RTE82774.1	BHE90_002691
RTE82775.1	BHE90_002692
RTE82776.1	BHE90_002693
RTE82777.1	BHE90_002694
RTE82778.1	BHE90_002695
RTE82779.1	BHE90_002696
RTE82780.1	BHE90_002697
RTE82771.1	BHE90_002698
RTE82772.1	BHE90_002699
RTE82795.1	BHE90_002700
RTE82796.1	BHE90_002701
RTE82793.1	BHE90_002702
RTE82794.1	BHE90_002703
RTE82799.1	BHE90_002704
RTE82800.1	BHE90_002705
RTE82797.1	BHE90_002706
RTE82798.1	BHE90_002707
RTE82791.1	BHE90_002708
RTE82792.1	BHE90_002709
RTE82745.1	BHE90_002710
RTE82744.1	BHE90_002711
RTE82747.1	BHE90_002712
RTE82746.1	BHE90_002713
RTE82741.1	BHE90_002714
RTE82740.1	BHE90_002715
RTE82743.1	BHE90_002716
RTE82742.1	BHE90_002717
RTE82749.1	BHE90_002718
RTE82748.1	BHE90_002719
RTE82787.1	BHE90_002720
RTE82788.1	BHE90_002721
RTE82789.1	BHE90_002722
RTE82790.1	BHE90_002723
RTE82783.1	BHE90_002724
RTE82784.1	BHE90_002725
RTE82785.1	BHE90_002726
RTE82786.1	BHE90_002727
RTE82781.1	BHE90_002728
RTE82782.1	BHE90_002729
RTE82739.1	BHE90_002730
RTE82738.1	BHE90_002731
RTE82737.1	BHE90_002732
RTE82736.1	BHE90_002733
RTE82735.1	BHE90_002734
RTE82734.1	BHE90_002735
RTE82733.1	BHE90_002736
RTE82732.1	BHE90_002737
RTE82731.1	BHE90_002738
RTE82730.1	BHE90_002739
RTE82810.1	BHE90_002740
RTE82811.1	BHE90_002741
RTE82808.1	BHE90_002742
RTE82809.1	BHE90_002743
RTE82806.1	BHE90_002744
RTE82807.1	BHE90_002745
RTE82804.1	BHE90_002746
RTE82805.1	BHE90_002747
RTE82802.1	BHE90_002748
RTE82803.1	BHE90_002749
RTE82753.1	BHE90_002750
RTE82752.1	BHE90_002751
RTE82755.1	BHE90_002752
RTE82754.1	BHE90_002753
RTE82757.1	BHE90_002754
RTE82756.1	BHE90_002755
RTE82759.1	BHE90_002756
RTE82758.1	BHE90_002757
RTE82751.1	BHE90_002758
RTE82750.1	BHE90_002759
RTE82801.1	BHE90_002760
RTE74236.1	BHE90_011317
RTE74238.1	BHE90_011318
RTE74237.1	BHE90_011319
RTE74244.1	BHE90_011320
RTE74245.1	BHE90_011321
RTE74246.1	BHE90_011322
RTE74247.1	BHE90_011323
RTE74241.1	BHE90_011324
RTE74242.1	BHE90_011326
RTE74243.1	BHE90_011327
RTE74239.1	BHE90_011328
RTE74240.1	BHE90_011329
RTE74235.1	BHE90_011330
RTE74234.1	BHE90_011331
RTE74233.1	BHE90_011332
RTE74232.1	BHE90_011333
RTE74231.1	BHE90_011334
RTE74211.1	BHE90_011335
RTE74210.1	BHE90_011336
RTE74209.1	BHE90_011337
RTE74208.1	BHE90_011338
RTE74207.1	BHE90_011339
RTE74229.1	BHE90_011340
RTE74230.1	BHE90_011341
RTE74227.1	BHE90_011342
RTE74228.1	BHE90_011343
RTE74223.1	BHE90_011344
RTE74224.1	BHE90_011345
RTE74225.1	BHE90_011346
RTE74226.1	BHE90_011347
RTE74221.1	BHE90_011348
RTE74222.1	BHE90_011349
RTE74215.1	BHE90_011350
RTE74214.1	BHE90_011351
RTE74216.1	BHE90_011352
RTE74218.1	BHE90_011354
RTE74217.1	BHE90_011355
RTE74220.1	BHE90_011356
RTE74219.1	BHE90_011357
RTE74213.1	BHE90_011358
RTE74212.1	BHE90_011359
RTE74198.1	BHE90_011360
RTE74199.1	BHE90_011361
RTE74200.1	BHE90_011362
RTE74201.1	BHE90_011363
RTE74202.1	BHE90_011364
RTE74203.1	BHE90_011365
RTE74204.1	BHE90_011366
RTE74197.1	BHE90_011367
RTE74205.1	BHE90_011368
RTE74206.1	BHE90_011369
RTE74190.1	BHE90_011370
RTE74189.1	BHE90_011371
RTE74188.1	BHE90_011372
RTE74187.1	BHE90_011373
RTE74194.1	BHE90_011374
RTE74193.1	BHE90_011375
RTE74192.1	BHE90_011376
RTE74191.1	BHE90_011377
RTE74196.1	BHE90_011378
RTE74195.1	BHE90_011379
RTE74185.1	BHE90_011380
RTE74186.1	BHE90_011381
RTE74184.1	BHE90_011382
RTE74155.1	BHE90_011383
RTE74158.1	BHE90_011384
RTE74159.1	BHE90_011385
RTE74156.1	BHE90_011386
RTE74157.1	BHE90_011387
RTE74160.1	BHE90_011388
RTE74161.1	BHE90_011389
RTE74178.1	BHE90_011390
RTE74177.1	BHE90_011391
RTE74180.1	BHE90_011392
RTE74179.1	BHE90_011393
RTE74175.1	BHE90_011394
RTE74174.1	BHE90_011395
RTE74182.1	BHE90_011396
RTE74176.1	BHE90_011397
RTE74164.1	BHE90_011398
RTE74163.1	BHE90_011399
RTE74169.1	BHE90_011400
RTE74168.1	BHE90_011401
RTE74171.1	BHE90_011402
RTE74170.1	BHE90_011403
RTE74166.1	BHE90_011404
RTE74165.1	BHE90_011405
RTE74181.1	BHE90_011406
RTE74167.1	BHE90_011407
RTE74173.1	BHE90_011408
RTE74172.1	BHE90_011409
RTE74183.1	BHE90_011410
RTE74162.1	BHE90_011411
RTE74148.1	BHE90_011412
RTE74152.1	BHE90_011413
RTE74150.1	BHE90_011414
RTE74154.1	BHE90_011415
RTE74149.1	BHE90_011416
RTE74153.1	BHE90_011417
RTE74147.1	BHE90_011418
RTE74151.1	BHE90_011419
RTE74140.1	BHE90_011420
RTE74139.1	BHE90_011421
RTE74144.1	BHE90_011422
RTE74138.1	BHE90_011423
RTE74137.1	BHE90_011424
RTE74136.1	BHE90_011425
RTE74143.1	BHE90_011426
RTE74135.1	BHE90_011427
RTE74142.1	BHE90_011428
RTE74134.1	BHE90_011429
RTE74145.1	BHE90_011430
RTE74141.1	BHE90_011431
RTE74146.1	BHE90_011432
RTE74133.1	BHE90_011433
RTE74129.1	BHE90_011434
RTE74130.1	BHE90_011435
RTE74131.1	BHE90_011436
RTE74132.1	BHE90_011437
RTE74128.1	BHE90_011438
RTE74119.1	BHE90_011440
RTE74125.1	BHE90_011441
RTE74120.1	BHE90_011442
RTE74126.1	BHE90_011443
RTE74127.1	BHE90_011444
RTE74124.1	BHE90_011445
RTE74122.1	BHE90_011446
RTE74121.1	BHE90_011447
RTE74123.1	BHE90_011448
RTE74118.1	BHE90_011450
RTE74100.1	BHE90_011451
RTE74095.1	BHE90_011452
RTE74096.1	BHE90_011453
RTE74099.1	BHE90_011454
RTE74094.1	BHE90_011455
RTE74097.1	BHE90_011456
RTE74098.1	BHE90_011457
RTE74116.1	BHE90_011458
RTE74117.1	BHE90_011459
RTE74109.1	BHE90_011460
RTE74102.1	BHE90_011461
RTE74093.1	BHE90_011462
RTE74101.1	BHE90_011463
RTE74106.1	BHE90_011464
RTE74105.1	BHE90_011465
RTE74104.1	BHE90_011466
RTE74103.1	BHE90_011467
RTE74108.1	BHE90_011468
RTE74107.1	BHE90_011469
RTE74110.1	BHE90_011470
RTE74091.1	BHE90_011471
RTE74111.1	BHE90_011472
RTE74112.1	BHE90_011473
RTE74113.1	BHE90_011474
RTE74114.1	BHE90_011475
RTE74115.1	BHE90_011476
RTE74092.1	BHE90_011477
RTE74089.1	BHE90_011478
RTE74070.1	BHE90_011479
RTE74080.1	BHE90_011480
RTE74079.1	BHE90_011481
RTE74088.1	BHE90_011482
RTE74087.1	BHE90_011483
RTE74076.1	BHE90_011484
RTE74075.1	BHE90_011485
RTE74078.1	BHE90_011486
RTE74077.1	BHE90_011487
RTE74074.1	BHE90_011488
RTE74086.1	BHE90_011489
RTE74081.1	BHE90_011490
RTE74082.1	BHE90_011491
RTE74071.1	BHE90_011492
RTE74072.1	BHE90_011493
RTE74085.1	BHE90_011494
RTE74073.1	BHE90_011495
RTE74083.1	BHE90_011496
RTE74084.1	BHE90_011497
RTE74090.1	BHE90_011498
RTE74069.1	BHE90_011499
RTE74048.1	BHE90_011500
RTE74049.1	BHE90_011501
RTE74050.1	BHE90_011502
RTE74051.1	BHE90_011503
RTE74044.1	BHE90_011504
RTE74045.1	BHE90_011505
RTE74046.1	BHE90_011506
RTE74047.1	BHE90_011507
RTE74042.1	BHE90_011508
RTE74043.1	BHE90_011509
RTE74066.1	BHE90_011510
RTE74067.1	BHE90_011512
RTE74065.1	BHE90_011513
RTE74064.1	BHE90_011514
RTE74063.1	BHE90_011515
RTE74062.1	BHE90_011516
RTE74061.1	BHE90_011517
RTE74060.1	BHE90_011518
RTE74059.1	BHE90_011519
RTE74054.1	BHE90_011520
RTE74055.1	BHE90_011521
RTE74052.1	BHE90_011522
RTE74053.1	BHE90_011523
RTE74068.1	BHE90_011524
RTE74058.1	BHE90_011525
RTE74056.1	BHE90_011526
RTE74057.1	BHE90_011527
RTE74023.1	BHE90_011528
RTE74024.1	BHE90_011529
RTE74037.1	BHE90_011530
RTE74036.1	BHE90_011531
RTE74039.1	BHE90_011532
RTE74038.1	BHE90_011533
RTE74033.1	BHE90_011534
RTE74032.1	BHE90_011535
RTE74035.1	BHE90_011536
RTE74034.1	BHE90_011537
RTE74041.1	BHE90_011538
RTE74040.1	BHE90_011539
RTE74025.1	BHE90_011540
RTE74026.1	BHE90_011541
RTE74027.1	BHE90_011542
RTE74028.1	BHE90_011543
RTE74029.1	BHE90_011544
RTE74030.1	BHE90_011545
RTE74031.1	BHE90_011546
RTE82703.1	BHE90_002761
RTE82704.1	BHE90_002762
RTE82705.1	BHE90_002763
RTE82706.1	BHE90_002764
RTE82707.1	BHE90_002765
RTE82708.1	BHE90_002766
RTE82709.1	BHE90_002767
RTE82710.1	BHE90_002768
RTE82711.1	BHE90_002769
RTE82655.1	BHE90_002770
RTE82654.1	BHE90_002771
RTE82653.1	BHE90_002772
RTE82652.1	BHE90_002773
RTE82659.1	BHE90_002774
RTE82658.1	BHE90_002775
RTE82657.1	BHE90_002776
RTE82656.1	BHE90_002777
RTE82660.1	BHE90_002778
RTE82633.1	BHE90_002780
RTE82634.1	BHE90_002781
RTE82632.1	BHE90_002783
RTE82635.1	BHE90_002784
RTE82701.1	BHE90_002786
RTE82650.1	BHE90_002787
RTE82702.1	BHE90_002788
RTE82651.1	BHE90_002789
RTE82678.1	BHE90_002790
RTE82677.1	BHE90_002791
RTE82680.1	BHE90_002792
RTE82679.1	BHE90_002793
RTE82674.1	BHE90_002794
RTE82673.1	BHE90_002795
RTE82676.1	BHE90_002796
RTE82675.1	BHE90_002797
RTE82672.1	BHE90_002798
RTE82671.1	BHE90_002799
RTE82688.1	BHE90_002800
RTE82687.1	BHE90_002801
RTE82690.1	BHE90_002802
RTE82689.1	BHE90_002803
RTE82684.1	BHE90_002804
RTE82683.1	BHE90_002805
RTE82686.1	BHE90_002806
RTE82685.1	BHE90_002807
RTE82682.1	BHE90_002808
RTE82681.1	BHE90_002809
RTE82638.1	BHE90_002810
RTE82639.1	BHE90_002811
RTE82636.1	BHE90_002812
RTE82637.1	BHE90_002813
RTE82642.1	BHE90_002814
RTE82643.1	BHE90_002815
RTE82640.1	BHE90_002816
RTE82641.1	BHE90_002817
RTE82644.1	BHE90_002818
RTE82645.1	BHE90_002819
RTE82668.1	BHE90_002820
RTE82667.1	BHE90_002821
RTE82666.1	BHE90_002822
RTE82665.1	BHE90_002823
RTE82664.1	BHE90_002824
RTE82663.1	BHE90_002825
RTE82662.1	BHE90_002826
RTE82661.1	BHE90_002827
RTE82670.1	BHE90_002828
RTE82669.1	BHE90_002829
RTE82627.1	BHE90_002830
RTE82628.1	BHE90_002831
RTE82629.1	BHE90_002832
RTE82630.1	BHE90_002833
RTE82624.1	BHE90_002834
RTE82648.1	BHE90_002835
RTE82625.1	BHE90_002836
RTE82626.1	BHE90_002837
RTE82631.1	BHE90_002838
RTE82649.1	BHE90_002839
RTE82692.1	BHE90_002840
RTE82691.1	BHE90_002841
RTE82694.1	BHE90_002842
RTE82693.1	BHE90_002843
RTE82696.1	BHE90_002844
RTE82695.1	BHE90_002845
RTE82698.1	BHE90_002846
RTE82697.1	BHE90_002847
RTE82700.1	BHE90_002848
RTE82699.1	BHE90_002849
RTE82647.1	BHE90_002850
RTE82646.1	BHE90_002852
RTE73995.1	BHE90_011547
RTE73996.1	BHE90_011548
RTE73997.1	BHE90_011549
RTE74013.1	BHE90_011550
RTE74012.1	BHE90_011551
RTE74011.1	BHE90_011552
RTE74010.1	BHE90_011553
RTE74017.1	BHE90_011554
RTE74016.1	BHE90_011555
RTE74015.1	BHE90_011556
RTE74014.1	BHE90_011557
RTE74019.1	BHE90_011558
RTE74018.1	BHE90_011559
RTE74006.1	BHE90_011560
RTE74007.1	BHE90_011561
RTE74004.1	BHE90_011562
RTE74005.1	BHE90_011563
RTE74002.1	BHE90_011564
RTE74003.1	BHE90_011565
RTE74000.1	BHE90_011566
RTE74001.1	BHE90_011567
RTE73998.1	BHE90_011568
RTE73999.1	BHE90_011569
RTE74021.1	BHE90_011570
RTE74020.1	BHE90_011571
RTE74009.1	BHE90_011572
RTE74008.1	BHE90_011573
RTE74022.1	BHE90_011574
RTE73983.1	BHE90_011575
RTE73985.1	BHE90_011576
RTE73984.1	BHE90_011577
RTE73980.1	BHE90_011578
RTE73979.1	BHE90_011579
RTE73974.1	BHE90_011580
RTE73982.1	BHE90_011581
RTE73975.1	BHE90_011582
RTE73976.1	BHE90_011583
RTE73970.1	BHE90_011584
RTE73971.1	BHE90_011585
RTE73972.1	BHE90_011586
RTE73973.1	BHE90_011587
RTE73977.1	BHE90_011588
RTE73978.1	BHE90_011589
RTE73993.1	BHE90_011590
RTE73992.1	BHE90_011591
RTE73991.1	BHE90_011592
RTE73990.1	BHE90_011593
RTE73989.1	BHE90_011594
RTE73988.1	BHE90_011595
RTE73987.1	BHE90_011596
